Derives_from,Accession,Name,Arm,Chromosome,Strand,Start,End
MI0017266,MIMAT0019697,hsa-miR-4639-5p,5p,chr6,+,16141556,16141577
MI0017266,MIMAT0019698,hsa-miR-4639-3p,3p,chr6,+,16141603,16141622
MI0003593,MIMAT0003251,hsa-miR-548a-3p,3p,chr6,+,18571844,18571865
MI0014167,MIMAT0015012,hsa-miR-3143,5p,chr6,+,27147629,27147653
MI0005561,MIMAT0004949,hsa-miR-877-5p,5p,chr6,+,30584332,30584351
MI0005561,MIMAT0004950,hsa-miR-877-3p,3p,chr6,+,30584397,30584417
MI0017267,MIMAT0019699,hsa-miR-4640-5p,5p,chr6,+,30890891,30890913
MI0017267,MIMAT0019700,hsa-miR-4640-3p,3p,chr6,+,30890949,30890970
MI0022738,MIMAT0027682,hsa-miR-6891-5p,5p,chr6,-,31355297,31355315
MI0022738,MIMAT0027683,hsa-miR-6891-3p,3p,chr6,-,31355228,31355248
MI0022677,MIMAT0027564,hsa-miR-6832-5p,5p,chr6,+,31633792,31633814
MI0022677,MIMAT0027565,hsa-miR-6832-3p,3p,chr6,+,31633839,31633858
MI0017273,MIMAT0019707,hsa-miR-4646-5p,5p,chr6,-,31701070,31701091
MI0017273,MIMAT0019708,hsa-miR-4646-3p,3p,chr6,-,31701029,31701049
MI0006326,MIMAT0005591,hsa-miR-1236-3p,3p,chr6,-,31956839,31956860
MI0006326,MIMAT0022945,hsa-miR-1236-5p,5p,chr6,-,31956918,31956939
MI0022556,MIMAT0025852,hsa-miR-6721-5p,5p,chr6,-,32170084,32170106
MI0022678,MIMAT0027566,hsa-miR-6833-5p,5p,chr6,+,32179821,32179842
MI0022678,MIMAT0027567,hsa-miR-6833-3p,3p,chr6,+,32179856,32179876
MI0016809,MIMAT0018985,hsa-miR-3135b,5p,chr6,-,32749952,32749973
MI0000296,MIMAT0000276,hsa-miR-219a-5p,5p,chr6,+,33207855,33207875
MI0000296,MIMAT0004567,hsa-miR-219a-1-3p,3p,chr6,+,33207896,33207917
MI0022720,MIMAT0027646,hsa-miR-6873-5p,5p,chr6,-,33287263,33287284
MI0022720,MIMAT0027647,hsa-miR-6873-3p,3p,chr6,-,33287227,33287249
MI0022679,MIMAT0027568,hsa-miR-6834-5p,5p,chr6,+,33290245,33290265
MI0022679,MIMAT0027569,hsa-miR-6834-3p,3p,chr6,+,33290305,33290324
MI0017870,MIMAT0021027,hsa-miR-5004-5p,5p,chr6,+,33438351,33438372
MI0017870,MIMAT0021028,hsa-miR-5004-3p,3p,chr6,+,33438397,33438418
MI0016590,MIMAT0018349,hsa-miR-3934-5p,5p,chr6,+,33698152,33698173
MI0016590,MIMAT0022975,hsa-miR-3934-3p,3p,chr6,+,33698191,33698212
MI0023620,MIMAT0028228,hsa-miR-7159-5p,5p,chr6,+,33899135,33899155
MI0023620,MIMAT0028229,hsa-miR-7159-3p,3p,chr6,+,33899182,33899200
MI0006415,MIMAT0005929,hsa-miR-1275,5p,chr6,-,34000018,34000034
MI0022680,MIMAT0027570,hsa-miR-6835-5p,5p,chr6,+,34240678,34240699
MI0022680,MIMAT0027571,hsa-miR-6835-3p,3p,chr6,+,34240714,34240736
MI0022962,MIMAT0028119,hsa-miR-7111-5p,5p,chr6,+,35470509,35470530
MI0022962,MIMAT0028120,hsa-miR-7111-3p,3p,chr6,+,35470558,35470579
MI0019295,MIMAT0022482,hsa-miR-5690,5p,chr6,-,35664760,35664780
MI0016433,MIMAT0018200,hsa-miR-3925-5p,5p,chr6,-,36622480,36622501
MI0016433,MIMAT0019228,hsa-miR-3925-3p,3p,chr6,-,36622446,36622466
MI0016810,MIMAT0018986,hsa-miR-4462,3p,chr6,-,37555366,37555388
MI0033670,MIMAT0041993,hsa-miR-9983-3p,3p,chr6,+,39074360,39074381
MI0017268,MIMAT0019701,hsa-miR-4641,3p,chr6,+,41598764,41598787
MI0033422,MIMAT0041627,hsa-miR-10398-5p,5p,chr6,-,41733590,41733610
MI0033422,MIMAT0041628,hsa-miR-10398-3p,3p,chr6,-,41733554,41733574
MI0022681,MIMAT0027572,hsa-miR-6780b-5p,5p,chr6,+,43434547,43434569
MI0022681,MIMAT0027573,hsa-miR-6780b-3p,3p,chr6,+,43434600,43434620
MI0017274,MIMAT0019709,hsa-miR-4647,5p,chr6,-,44254253,44254275
MI0017269,MIMAT0019702,hsa-miR-4642,5p,chr6,+,44435650,44435671
MI0003594,MIMAT0003252,hsa-miR-586,5p,chr6,-,45197734,45197755
MI0000490,MIMAT0000462,hsa-miR-206,3p,chr6,+,52144401,52144422
MI0000822,MIMAT0000770,hsa-miR-133b,3p,chr6,+,52148988,52149009
MI0019287,MIMAT0022475,hsa-miR-5685,5p,chr6,+,53277002,53277023
MI0014168,MIMAT0015013,hsa-miR-548u,3p,chr6,+,57390180,57390202
MI0000254,MIMAT0000244,hsa-miR-30c-5p,5p,chr6,-,71377003,71377025
MI0000254,MIMAT0004550,hsa-miR-30c-2-3p,3p,chr6,-,71376964,71376985
MI0000088,MIMAT0000087,hsa-miR-30a-5p,5p,chr6,-,71403595,71403616
MI0000088,MIMAT0000088,hsa-miR-30a-3p,3p,chr6,-,71403554,71403575
MI0015890,MIMAT0016912,hsa-miR-4282,3p,chr6,-,72967697,72967714
MI0016811,MIMAT0018987,hsa-miR-4463,3p,chr6,+,75428446,75428462
MI0033671,MIMAT0041994,hsa-miR-10524-5p,5p,chr6,-,78539292,78539308
MI0016812,MIMAT0018988,hsa-miR-4464,5p,chr6,+,90312753,90312773
MI0017270,MIMAT0019703,hsa-miR-4643,3p,chr6,+,91521709,91521730
MI0003939,MIMAT0009206,hsa-miR-2113,3p,chr6,+,98024586,98024606
MI0016813,MIMAT0018989,hsa-miR-548ai,5p,chr6,+,99124624,99124645
MI0003595,MIMAT0003253,hsa-miR-587,5p,chr6,+,106784140,106784160
MI0003596,MIMAT0004798,hsa-miR-548b-5p,5p,chr6,-,119069098,119069119
MI0003596,MIMAT0003254,hsa-miR-548b-3p,3p,chr6,-,119069062,119069083
MI0014169,MIMAT0015014,hsa-miR-3144-5p,5p,chr6,+,120015191,120015212
MI0014169,MIMAT0015015,hsa-miR-3144-3p,3p,chr6,+,120015226,120015247
MI0003597,MIMAT0003255,hsa-miR-588,5p,chr6,+,126484646,126484666
MI0016751,MIMAT0005928,hsa-miR-548h-5p,5p,chr6,+,131792174,131792195
MI0016814,MIMAT0018990,hsa-miR-548aj-3p,3p,chr6,-,132115199,132115219
MI0016063,MIMAT0018083,hsa-miR-3662,3p,chr6,-,134979355,134979378
MI0003598,MIMAT0003251,hsa-miR-548a-3p,3p,chr6,+,135239220,135239241
MI0014170,MIMAT0015016,hsa-miR-3145-3p,3p,chr6,-,138435223,138435246
MI0014170,MIMAT0019205,hsa-miR-3145-5p,5p,chr6,-,138435262,138435283
MI0016069,MIMAT0018091,hsa-miR-3668,5p,chr6,+,140205260,140205280
MI0016816,MIMAT0018992,hsa-miR-4465,3p,chr6,+,140683855,140683876
MI0039733,MIMAT0049025,hsa-miR-12131,3p,chr6,+,151102739,151102758
MI0014171,MIMAT0015017,hsa-miR-1273c,5p,chr6,+,154853369,154853390
MI0006334,MIMAT0005865,hsa-miR-1202,5p,chr6,+,155946809,155946829
MI0016817,MIMAT0018993,hsa-miR-4466,5p,chr6,-,156779710,156779727
MI0016093,MIMAT0018121,hsa-miR-3692-5p,5p,chr6,+,157529137,157529160
MI0016093,MIMAT0018122,hsa-miR-3692-3p,3p,chr6,+,157529175,157529198
MI0023619,MIMAT0028232,hsa-miR-7161-5p,5p,chr6,+,158609707,158609729
MI0023619,MIMAT0028233,hsa-miR-7161-3p,3p,chr6,+,158609763,158609790
MI0016424,MIMAT0018192,hsa-miR-3918,5p,chr6,-,158764715,158764735
MI0008334,MIMAT0007888,hsa-miR-1913,3p,chr6,-,166509364,166509385
MI0016596,MIMAT0018355,hsa-miR-3939,3p,chr6,-,166997830,166997851
MI0017271,MIMAT0019704,hsa-miR-4644,3p,chr6,+,170330813,170330835
MI0000815,MIMAT0000764,hsa-miR-339-5p,5p,chr7,-,1022990,1023012
MI0000815,MIMAT0004702,hsa-miR-339-3p,3p,chr7,-,1022955,1022977
MI0017283,MIMAT0019721,hsa-miR-4655-5p,5p,chr7,-,1844223,1844244
MI0017283,MIMAT0019722,hsa-miR-4655-3p,3p,chr7,-,1844189,1844209
MI0022682,MIMAT0027574,hsa-miR-6836-5p,5p,chr7,-,2257551,2257572
MI0022682,MIMAT0027575,hsa-miR-6836-3p,3p,chr7,-,2257515,2257535
MI0017275,MIMAT0019710,hsa-miR-4648,5p,chr7,+,2527074,2527093
MI0017284,MIMAT0019723,hsa-miR-4656,5p,chr7,-,4788608,4788630
MI0003599,MIMAT0004799,hsa-miR-589-5p,5p,chr7,-,5495873,5495894
MI0003599,MIMAT0003256,hsa-miR-589-3p,3p,chr7,-,5495834,5495857
MI0022721,MIMAT0027648,hsa-miR-6874-5p,5p,chr7,-,5711883,5711905
MI0022721,MIMAT0027649,hsa-miR-6874-3p,3p,chr7,-,5711840,5711862
MI0016084,MIMAT0018111,hsa-miR-3683,5p,chr7,-,7067010,7067031
MI0006367,MIMAT0005890,hsa-miR-1302,3p,chr7,-,18127234,18127254
MI0014172,MIMAT0015018,hsa-miR-3146,3p,chr7,-,19705366,19705387
MI0006276,MIMAT0005828,hsa-miR-1183,3p,chr7,+,21471105,21471131
MI0000253,MIMAT0004549,hsa-miR-148a-5p,5p,chr7,-,25949960,25949981
MI0000253,MIMAT0000243,hsa-miR-148a-3p,3p,chr7,-,25949922,25949943
MI0001150,MIMAT0001080,hsa-miR-196b-5p,5p,chr7,-,27169528,27169549
MI0001150,MIMAT0009201,hsa-miR-196b-3p,3p,chr7,-,27169493,27169514
MI0003762,MIMAT0003257,hsa-miR-550a-3p,3p,chr7,-,29680748,29680769
MI0003762,MIMAT0020925,hsa-miR-550a-3-5p,5p,chr7,-,29680789,29680808
MI0003600,MIMAT0004800,hsa-miR-550a-5p,5p,chr7,+,30289815,30289837
MI0003600,MIMAT0003257,hsa-miR-550a-3p,3p,chr7,+,30289854,30289875
MI0016686,MIMAT0018445,hsa-miR-550b-3p,3p,chr7,-,30289814,30289833
MI0016686,MIMAT0022737,hsa-miR-550b-2-5p,5p,chr7,-,30289854,30289875
MI0016687,MIMAT0018445,hsa-miR-550b-3p,3p,chr7,-,32733001,32733020
MI0016687,MIMAT0022737,hsa-miR-550b-2-5p,5p,chr7,-,32733041,32733062
MI0003601,MIMAT0004800,hsa-miR-550a-5p,5p,chr7,+,32733002,32733024
MI0003601,MIMAT0003257,hsa-miR-550a-3p,3p,chr7,+,32733041,32733062
MI0006399,MIMAT0005916,hsa-miR-548n,5p,chr7,-,34940804,34940825
MI0006332,MIMAT0005863,hsa-miR-1200,5p,chr7,-,36919403,36919424
MI0016600,MIMAT0018359,hsa-miR-3943,5p,chr7,+,43150917,43150939
MI0022683,MIMAT0027576,hsa-miR-6837-5p,5p,chr7,+,44051771,44051791
MI0022683,MIMAT0027577,hsa-miR-6837-3p,3p,chr7,+,44051807,44051829
MI0022684,MIMAT0027578,hsa-miR-6838-5p,5p,chr7,-,44073407,44073428
MI0022684,MIMAT0027579,hsa-miR-6838-3p,3p,chr7,-,44073378,44073397
MI0017276,MIMAT0019711,hsa-miR-4649-5p,5p,chr7,+,44110851,44110874
MI0017276,MIMAT0019712,hsa-miR-4649-3p,3p,chr7,+,44110891,44110911
MI0017285,MIMAT0019724,hsa-miR-4657,5p,chr7,-,44881778,44881800
MI0015892,MIMAT0016914,hsa-miR-4283,5p,chr7,-,56955838,56955854
MI0014173,MIMAT0015019,hsa-miR-3147,5p,chr7,+,57405030,57405053
MI0015982,MIMAT0016914,hsa-miR-4283,5p,chr7,+,63621100,63621116
MI0022685,MIMAT0027580,hsa-miR-6839-5p,5p,chr7,+,64679069,64679090
MI0022685,MIMAT0027581,hsa-miR-6839-3p,3p,chr7,+,64679155,64679176
MI0017277,MIMAT0019713,hsa-miR-4650-5p,5p,chr7,-,67114365,67114383
MI0017277,MIMAT0019714,hsa-miR-4650-3p,3p,chr7,-,67114332,67114352
MI0016419,MIMAT0018188,hsa-miR-3914,3p,chr7,-,71307687,71307708
MI0016421,MIMAT0018188,hsa-miR-3914,3p,chr7,+,71307734,71307755
MI0017278,MIMAT0019713,hsa-miR-4650-5p,5p,chr7,+,72697917,72697935
MI0017278,MIMAT0019714,hsa-miR-4650-3p,3p,chr7,+,72697948,72697968
MI0015893,MIMAT0016915,hsa-miR-4284,5p,chr7,+,73711327,73711344
MI0003602,MIMAT0003258,hsa-miR-590-5p,5p,chr7,+,74191213,74191234
MI0003602,MIMAT0004801,hsa-miR-590-3p,3p,chr7,+,74191253,74191273
MI0033672,MIMAT0041995,hsa-miR-10525-3p,3p,chr7,+,74596006,74596026
MI0017279,MIMAT0019715,hsa-miR-4651,5p,chr7,+,75915206,75915225
MI0006346,MIMAT0005876,hsa-miR-1285-3p,3p,chr7,-,92204027,92204048
MI0006346,MIMAT0022719,hsa-miR-1285-5p,5p,chr7,-,92204067,92204087
MI0003674,MIMAT0003328,hsa-miR-653-5p,5p,chr7,-,93482823,93482843
MI0003674,MIMAT0026625,hsa-miR-653-3p,3p,chr7,-,93482784,93482805
MI0003124,MIMAT0002805,hsa-miR-489-3p,3p,chr7,-,93483947,93483968
MI0003124,MIMAT0026605,hsa-miR-489-5p,5p,chr7,-,93483985,93484006
MI0017280,MIMAT0019716,hsa-miR-4652-5p,5p,chr7,+,93716937,93716958
MI0017280,MIMAT0019717,hsa-miR-4652-3p,3p,chr7,+,93716977,93716998
MI0003603,MIMAT0003259,hsa-miR-591,5p,chr7,-,96219722,96219741
MI0019297,MIMAT0022484,hsa-miR-5692a,5p,chr7,+,97963665,97963686
MI0019289,MIMAT0022476,hsa-miR-5692c,3p,chr7,-,97964408,97964429
MI0015999,MIMAT0017986,hsa-miR-3609,3p,chr7,+,98881700,98881723
MI0039721,MIMAT0049013,hsa-miR-12119,5p,chr7,+,99409187,99409211
MI0000082,MIMAT0004498,hsa-miR-25-5p,5p,chr7,-,100093610,100093630
MI0000082,MIMAT0000081,hsa-miR-25-3p,3p,chr7,-,100093571,100093592
MI0000095,MIMAT0000093,hsa-miR-93-5p,5p,chr7,-,100093815,100093837
MI0000095,MIMAT0004509,hsa-miR-93-3p,3p,chr7,-,100093777,100093798
MI0000734,MIMAT0000680,hsa-miR-106b-5p,5p,chr7,-,100094043,100094063
MI0000734,MIMAT0004672,hsa-miR-106b-3p,3p,chr7,-,100094002,100094023
MI0017286,MIMAT0019725,hsa-miR-4658,3p,chr7,-,100156611,100156633
MI0022686,MIMAT0027582,hsa-miR-6840-5p,5p,chr7,+,100356656,100356679
MI0022686,MIMAT0027583,hsa-miR-6840-3p,3p,chr7,+,100356696,100356717
MI0022722,MIMAT0027650,hsa-miR-6875-5p,5p,chr7,+,100868041,100868061
MI0022722,MIMAT0027651,hsa-miR-6875-3p,3p,chr7,+,100868080,100868101
MI0017281,MIMAT0019718,hsa-miR-4653-5p,5p,chr7,+,101159482,101159503
MI0017281,MIMAT0019719,hsa-miR-4653-3p,3p,chr7,+,101159524,101159546
MI0015891,MIMAT0016913,hsa-miR-4285,5p,chr7,+,102293113,102293130
MI0006402,MIMAT0005919,hsa-miR-548o-3p,3p,chr7,-,102405748,102405769
MI0017979,MIMAT0021082,hsa-miR-5090,5p,chr7,+,102465752,102465774
MI0016818,MIMAT0018994,hsa-miR-4467,5p,chr7,+,102471472,102471493
MI0016067,MIMAT0018088,hsa-miR-3666,5p,chr7,+,114653373,114653393
MI0021277,MIMAT0024616,hsa-miR-6132,5p,chr7,+,117020231,117020249
MI0003604,MIMAT0003260,hsa-miR-592,5p,chr7,-,127058148,127058169
MI0003605,MIMAT0003261,hsa-miR-593-5p,5p,chr7,+,128081876,128081900
MI0003605,MIMAT0004802,hsa-miR-593-3p,3p,chr7,+,128081939,128081957
MI0000252,MIMAT0000242,hsa-miR-129-5p,5p,chr7,+,128207876,128207896
MI0000252,MIMAT0004548,hsa-miR-129-1-3p,3p,chr7,+,128207920,128207941
MI0000272,MIMAT0000259,hsa-miR-182-5p,5p,chr7,-,129770447,129770470
MI0000272,MIMAT0000260,hsa-miR-182-3p,3p,chr7,-,129770406,129770426
MI0000098,MIMAT0000095,hsa-miR-96-5p,5p,chr7,-,129774739,129774761
MI0000098,MIMAT0004510,hsa-miR-96-3p,3p,chr7,-,129774697,129774718
MI0000273,MIMAT0000261,hsa-miR-183-5p,5p,chr7,-,129774967,129774988
MI0000273,MIMAT0004560,hsa-miR-183-3p,3p,chr7,-,129774928,129774949
MI0000816,MIMAT0000765,hsa-miR-335-5p,5p,chr7,+,130496126,130496148
MI0000816,MIMAT0004703,hsa-miR-335-3p,3p,chr7,+,130496162,130496183
MI0000087,MIMAT0004503,hsa-miR-29a-5p,5p,chr7,-,130876786,130876807
MI0000087,MIMAT0000086,hsa-miR-29a-3p,3p,chr7,-,130876748,130876769
MI0000105,MIMAT0004514,hsa-miR-29b-1-5p,5p,chr7,-,130877507,130877530
MI0000105,MIMAT0000100,hsa-miR-29b-3p,3p,chr7,-,130877467,130877489
MI0016054,MIMAT0018074,hsa-miR-3654,3p,chr7,-,133034860,133034878
MI0021278,MIMAT0024617,hsa-miR-6133,3p,chr7,+,133290951,133290969
MI0022221,MIMAT0025474,hsa-miR-6509-5p,5p,chr7,-,135207044,135207064
MI0022221,MIMAT0025475,hsa-miR-6509-3p,3p,chr7,-,135207006,135207027
MI0003125,MIMAT0004764,hsa-miR-490-5p,5p,chr7,+,136903205,136903224
MI0003125,MIMAT0002806,hsa-miR-490-3p,3p,chr7,+,136903242,136903263
MI0016819,MIMAT0018995,hsa-miR-4468,3p,chr7,+,138123803,138123820
MI0033423,MIMAT0041629,hsa-miR-10399-5p,5p,chr7,-,139044137,139044157
MI0033423,MIMAT0041630,hsa-miR-10399-3p,3p,chr7,-,139044100,139044120
MI0036559,MIMAT0044657,hsa-miR-11400,5p,chr7,+,142474537,142474557
MI0022739,MIMAT0027684,hsa-miR-6892-5p,5p,chr7,+,143382686,143382706
MI0022739,MIMAT0027685,hsa-miR-6892-3p,3p,chr7,+,143382780,143382800
MI0006377,MIMAT0005895,hsa-miR-548f-3p,3p,chr7,-,147378041,147378059
MI0003760,MIMAT0003880,hsa-miR-671-5p,5p,chr7,+,151238449,151238471
MI0003760,MIMAT0004819,hsa-miR-671-3p,3p,chr7,+,151238488,151238508
MI0016410,MIMAT0018179,hsa-miR-3907,3p,chr7,-,151433526,151433547
MI0000464,MIMAT0000439,hsa-miR-153-3p,3p,chr7,-,157574349,157574370
MI0000464,MIMAT0026480,hsa-miR-153-5p,5p,chr7,-,157574387,157574408
MI0003607,MIMAT0003263,hsa-miR-595,3p,chr7,-,158532733,158532753
MI0019315,MIMAT0022501,hsa-miR-5707,5p,chr7,+,158591625,158591646
MI0016075,MIMAT0018097,hsa-miR-3674,5p,chr8,+,1801133,1801154
MI0003608,MIMAT0003264,hsa-miR-596,5p,chr8,+,1817246,1817266
MI0023621,MIMAT0028230,hsa-miR-7160-5p,5p,chr8,+,2076589,2076609
MI0023621,MIMAT0028231,hsa-miR-7160-3p,3p,chr8,+,2076620,2076640
MI0025891,MIMAT0030982,hsa-miR-8055,3p,chr8,-,6622134,6622156
MI0017287,MIMAT0019726,hsa-miR-4659a-5p,5p,chr8,+,6745177,6745198
MI0017287,MIMAT0019727,hsa-miR-4659a-3p,3p,chr8,+,6745212,6745233
MI0017291,MIMAT0019733,hsa-miR-4659b-5p,5p,chr8,-,6745213,6745231
MI0017291,MIMAT0019734,hsa-miR-4659b-3p,3p,chr8,-,6745175,6745196
MI0006423,MIMAT0005935,hsa-miR-548i,5p,chr8,-,8089030,8089051
MI0017288,MIMAT0019728,hsa-miR-4660,5p,chr8,+,9048453,9048475
MI0003609,MIMAT0003265,hsa-miR-597-5p,5p,chr8,+,9741687,9741708
MI0003609,MIMAT0026619,hsa-miR-597-3p,3p,chr8,+,9741729,9741751
MI0000443,MIMAT0004591,hsa-miR-124-5p,5p,chr8,-,9903438,9903459
MI0000443,MIMAT0000422,hsa-miR-124-3p,3p,chr8,-,9903399,9903420
MI0015894,MIMAT0016916,hsa-miR-4286,5p,chr8,+,10666988,10667004
MI0006653,MIMAT0005953,hsa-miR-1322,3p,chr8,-,10825375,10825393
MI0003610,MIMAT0003266,hsa-miR-598-3p,3p,chr8,-,11035221,11035242
MI0003610,MIMAT0026620,hsa-miR-598-5p,5p,chr8,-,11035257,11035279
MI0019298,MIMAT0022484,hsa-miR-5692a,5p,chr8,+,12719134,12719155
MI0016434,MIMAT0018201,hsa-miR-3926,5p,chr8,-,12727274,12727294
MI0016437,MIMAT0018201,hsa-miR-3926,5p,chr8,+,12727242,12727262
MI0000791,MIMAT0000738,hsa-miR-383-5p,5p,chr8,-,14853483,14853504
MI0000791,MIMAT0026485,hsa-miR-383-3p,3p,chr8,-,14853443,14853461
MI0014174,MIMAT0015020,hsa-miR-548v,3p,chr8,-,17681588,17681609
MI0000542,MIMAT0000510,hsa-miR-320a-3p,3p,chr8,-,22244975,22244996
MI0000542,MIMAT0037311,hsa-miR-320a-5p,5p,chr8,-,22245007,22245028
MI0022687,MIMAT0027584,hsa-miR-6841-5p,5p,chr8,-,24953841,24953862
MI0022687,MIMAT0027585,hsa-miR-6841-3p,3p,chr8,-,24953796,24953816
MI0022723,MIMAT0027652,hsa-miR-6876-5p,5p,chr8,+,25345407,25345428
MI0022723,MIMAT0027653,hsa-miR-6876-3p,3p,chr8,+,25345451,25345474
MI0006414,MIMAT0005928,hsa-miR-548h-5p,5p,chr8,-,27048926,27048947
MI0006414,MIMAT0022723,hsa-miR-548h-3p,3p,chr8,-,27048871,27048893
MI0022688,MIMAT0027586,hsa-miR-6842-5p,5p,chr8,+,27433375,27433396
MI0022688,MIMAT0027587,hsa-miR-6842-3p,3p,chr8,+,27433413,27433434
MI0022689,MIMAT0027588,hsa-miR-6843-3p,3p,chr8,-,27610601,27610621
MI0016014,MIMAT0018005,hsa-miR-3622b-5p,5p,chr8,-,27701726,27701745
MI0016014,MIMAT0018006,hsa-miR-3622b-3p,3p,chr8,-,27701690,27701710
MI0016013,MIMAT0018003,hsa-miR-3622a-5p,5p,chr8,+,27701690,27701711
MI0016013,MIMAT0018004,hsa-miR-3622a-3p,3p,chr8,+,27701726,27701747
MI0015895,MIMAT0016917,hsa-miR-4287,5p,chr8,-,27886088,27886106
MI0015896,MIMAT0016918,hsa-miR-4288,3p,chr8,-,28505126,28505142
MI0014175,MIMAT0015021,hsa-miR-3148,5p,chr8,-,29957318,29957339
MI0017871,MIMAT0021029,hsa-miR-548ao-5p,5p,chr8,-,41271102,41271123
MI0017871,MIMAT0021030,hsa-miR-548ao-3p,3p,chr8,-,41271065,41271086
MI0002470,MIMAT0002177,hsa-miR-486-5p,5p,chr8,-,41660484,41660505
MI0002470,MIMAT0004762,hsa-miR-486-3p,3p,chr8,-,41660443,41660463
MI0023622,MIMAT0002177,hsa-miR-486-5p,5p,chr8,+,41660444,41660465
MI0023622,MIMAT0004762,hsa-miR-486-3p,3p,chr8,+,41660486,41660506
MI0016820,MIMAT0018996,hsa-miR-4469,3p,chr8,-,42896203,42896224
MI0016821,MIMAT0018997,hsa-miR-4470,3p,chr8,+,61714832,61714852
MI0000444,MIMAT0004591,hsa-miR-124-5p,5p,chr8,+,64379173,64379194
MI0000444,MIMAT0000422,hsa-miR-124-3p,3p,chr8,+,64379210,64379231
MI0019281,MIMAT0022469,hsa-miR-5681a,3p,chr8,+,74548587,74548608
MI0019293,MIMAT0022480,hsa-miR-5681b,5p,chr8,-,74548584,74548605
MI0010486,MIMAT0009977,hsa-miR-2052,5p,chr8,+,74705694,74705713
MI0014176,MIMAT0015022,hsa-miR-3149,3p,chr8,-,76966778,76966800
MI0039725,MIMAT0049017,hsa-miR-12123,5p,chr8,+,79332203,79332224
MI0019316,MIMAT0022502,hsa-miR-5708,5p,chr8,+,80241398,80241417
MI0017289,MIMAT0019729,hsa-miR-4661-5p,5p,chr8,+,91205494,91205515
MI0017289,MIMAT0019730,hsa-miR-4661-3p,3p,chr8,+,91205531,91205552
MI0025920,MIMAT0031011,hsa-miR-8084,5p,chr8,+,93029761,93029783
MI0003840,MIMAT0018926,hsa-miR-378d,5p,chr8,-,93916079,93916098
MI0016426,MIMAT0018194,hsa-miR-3150b-3p,3p,chr8,-,95072924,95072944
MI0016426,MIMAT0019226,hsa-miR-3150b-5p,5p,chr8,-,95072961,95072982
MI0014177,MIMAT0015023,hsa-miR-3150a-3p,3p,chr8,+,95072962,95072983
MI0014177,MIMAT0019206,hsa-miR-3150a-5p,5p,chr8,+,95072925,95072946
MI0031831,MIMAT0039323,hsa-miR-9903,3p,chr8,-,98393667,98393688
MI0003611,MIMAT0003267,hsa-miR-599,3p,chr8,-,99536651,99536670
MI0005541,MIMAT0004922,hsa-miR-875-5p,5p,chr8,-,99536830,99536851
MI0005541,MIMAT0004923,hsa-miR-875-3p,3p,chr8,-,99536797,99536817
MI0016822,MIMAT0018998,hsa-miR-4471,3p,chr8,+,100382811,100382832
MI0025241,MIMAT0030020,hsa-miR-7705,5p,chr8,-,100703002,100703024
MI0019280,MIMAT0022468,hsa-miR-5680,3p,chr8,+,102125483,102125504
MI0014178,MIMAT0015024,hsa-miR-3151-5p,5p,chr8,+,103154623,103154643
MI0014178,MIMAT0027026,hsa-miR-3151-3p,3p,chr8,+,103154662,103154681
MI0003612,MIMAT0003251,hsa-miR-548a-3p,3p,chr8,-,104484384,104484405
MI0003612,MIMAT0004803,hsa-miR-548a-5p,5p,chr8,-,104484420,104484441
MI0010487,MIMAT0009978,hsa-miR-2053,3p,chr8,+,112643553,112643575
MI0016000,MIMAT0017987,hsa-miR-3610,3p,chr8,-,116874740,116874759
MI0022212,MIMAT0025456,hsa-miR-548az-5p,5p,chr8,+,119325190,119325211
MI0022212,MIMAT0025457,hsa-miR-548az-3p,3p,chr8,+,119325228,119325248
MI0017292,MIMAT0019735,hsa-miR-4663,5p,chr8,-,123215831,123215854
MI0016689,MIMAT0018447,hsa-miR-548aa,3p,chr8,+,123348088,123348112
MI0003668,MIMAT0004812,hsa-miR-548d-5p,5p,chr8,-,123348085,123348106
MI0003668,MIMAT0003323,hsa-miR-548d-3p,3p,chr8,-,123348049,123348070
MI0022690,MIMAT0027589,hsa-miR-6844,3p,chr8,-,124508515,124508535
MI0017293,MIMAT0019736,hsa-miR-4662b,3p,chr8,-,124821988,124822009
MI0017290,MIMAT0019731,hsa-miR-4662a-5p,5p,chr8,+,124821990,124822011
MI0017290,MIMAT0019732,hsa-miR-4662a-3p,3p,chr8,+,124822027,124822048
MI0006337,MIMAT0005868,hsa-miR-1204,5p,chr8,+,127795965,127795985
MI0006338,MIMAT0005869,hsa-miR-1205,5p,chr8,+,127960640,127960659
MI0006339,MIMAT0005870,hsa-miR-1206,5p,chr8,+,128008901,128008921
MI0006340,MIMAT0005871,hsa-miR-1207-5p,5p,chr8,+,128049159,128049179
MI0006340,MIMAT0005872,hsa-miR-1207-3p,3p,chr8,+,128049203,128049220
MI0006341,MIMAT0005873,hsa-miR-1208,5p,chr8,+,128150127,128150146
MI0016087,MIMAT0018114,hsa-miR-3686,3p,chr8,-,129484067,129484088
MI0018173,MIMAT0021125,hsa-miR-5194,3p,chr8,-,130008360,130008381
MI0025518,MIMAT0030423,hsa-miR-7848-3p,3p,chr8,-,133046494,133046516
MI0000441,MIMAT0000420,hsa-miR-30b-5p,5p,chr8,-,134800570,134800591
MI0000441,MIMAT0004589,hsa-miR-30b-3p,3p,chr8,-,134800532,134800553
MI0000255,MIMAT0000245,hsa-miR-30d-5p,5p,chr8,-,134804919,134804940
